position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
107,1,107,41193,,"Ленинградская обл, Фёдоровское гп, 2-й Архитектурный проезд, уч 10",780,48 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-skladskogo-zdaniia-pgt-fedorovskoe-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
108,1,108,40451,,"Ленинградская обл, Бугры п, Шекспира ул, 7",120.3,36 090 000,17 500 000,У нас дешевле на 18 590 000 (51.5%),-18 590 000,-51.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-1203-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19150"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 67 м² 150 000 =HYPERLINK(""https://app.worldcafe.ru/object/19150"",""ссылка"") | Архив sale 67 м² 17 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/19150"",""ссылка"")"
109,1,109,40450,,"Санкт-Петербург г, Пулковское ш, 95к3",571,177 000 000,60 000 000,У нас дешевле на 117 000 000 (66.1%),-117 000 000,-66.1%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorom-magnit-3"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20099"",""ссылка"")","По адресу есть, но площадь другая",1,"На сайте sale 128 м² 60 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/20099"",""ссылка"")"
110,1,110,40126,,"Ленинградская обл, Всеволожск г, Колтушское ш, 44к1",176,80 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-medicinskim-centrom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
111,1,111,40127,,"Ленинградская обл, Всеволожск г, Колтушское ш, 44к1",266,90 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-susi-bara-i-med-centra-okupaemost-6-let-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
112,1,112,40101,,"Ленинградская обл, Сланцы г, Свердлова ул, 1/8",586,20 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-ves-etaz-v-slancax-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
113,1,113,40102,,"Санкт-Петербург г, Лермонтовский пр-кт, 48",870,180 000 000,0,У нас дешевле на 180 000 000 (100.0%),-180 000 000,-100.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-dvux-etaznogo-zdaniia-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14293"",""ссылка"")",Совпало,1,"Архив sale 870.1 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14293"",""ссылка"")"
114,1,114,39443,,"Шушары п, Старорусский пр-кт, 6 А",169.2,32 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-svobodnogo-naznaceniia-170-kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
115,1,115,39265,,"Санкт-Петербург г, Пейзажная ул, 28к1стр1",5636.2,290 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-parkinga-na-peizaznoi-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
116,1,116,49225,,"Санкт-Петербург г, Чудновского ул, 6к4б",1360,220 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zdanie-s-arendatorami-magnit-i-ozon-fres"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
117,1,117,39041,,"Санкт-Петербург г, Фёдора Котанова ул, 5к1стр1",204.8,92 160 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-nds-2048m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
118,1,118,39042,,"Санкт-Петербург г, Тихоокеанская, 1к1",194.9,29 235 000,0,У нас дешевле на 29 235 000 (100.0%),-29 235 000,-100.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18946"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив sale 181.6 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/18946"",""ссылка"") | На сайте sale 114.8 м² 16 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18993"",""ссылка"") | Без сделки no_deal 114 м² =HYPERLINK(""https://app.worldcafe.ru/object/18992"",""ссылка"") | Архив rent 1216 м² 851 200 =HYPERLINK(""https://app.worldcafe.ru/object/14535"",""ссылка"")"
119,1,119,39043,,"Ленинградская обл, Мурино г, Оборонная ул, 2к3",203.6,42 500 000,34 000 000,У нас дешевле на 8 500 000 (20.0%),-8 500 000,-20.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-kommerceskogo-pomeshheniia-2036-m2-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15619"",""ссылка"")",Совпало,1,"Архив sale 203.6 м² 34 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/15619"",""ссылка"")"
120,1,120,39046,,"Санкт-Петербург г, Фёдора Котанова ул, 5к1стр1",91.5,43 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-nds-s-arendatorom-vb-915-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
121,1,121,39047,,"Ленинградская обл, Сертолово рп, Съезд с пешеходным переходом, 4",706,40 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-s-arendatorami-i-zemuc"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
122,1,122,39048,,"Санкт-Петербург г, Бабушкина ул, 1",6900,300 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-6900-m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
123,1,123,39049,,"Санкт-Петербург г, Парашютная ул, 32",754.1,130 000 000,130 000 000,Цена равна,0,0.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorom-vkuster-715-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15615"",""ссылка"")",Совпало,1,"Архив sale 754.1 м² 130 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/15615"",""ссылка"")"
124,1,124,39050,,"Санкт-Петербург г, Суздальское ш, 26 к1 с1",901.5,150 000 000,150 000 000,Цена равна,0,0.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-produktovogo-setevogo-magazina-901-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15621"",""ссылка"")",Совпало,1,"Архив sale 901.5 м² 150 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/15621"",""ссылка"")"
125,1,125,39052,,"Шушары п, Старорусский пр-кт, 6 А",169.2,32 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-svobodnogo-naznaceniia-170-kvm-3"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
126,1,126,39053,,"Санкт-Петербург г, Парашютная ул, 32",176.3,40 000 000,130 000 000,У нас дороже на 90 000 000 (225.0%),90 000 000,225.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorom-rosal"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15615"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 754.1 м² 130 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/15615"",""ссылка"")"
127,1,127,39057,,"Санкт-Петербург г, Фёдора Котанова ул, 5к1стр1",108.7,53 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-nds-s-arendatorom-vkusvill-1087m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
128,1,128,39059,,"Санкт-Петербург г, Гражданский пр-кт, 9 А",234,65 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorami-234-kvm-4"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
129,1,129,38985,,"Санкт-Петербург г, Рентгена ул, 25стр1",326.8,104 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-v-elitnom-zk-3268m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
130,1,130,38967,,"Санкт-Петербург г, Заневский пр-кт, 65",83.8,15 922 000,224 100,У нас дешевле на 15 697 900 (98.6%),-15 697 900,-98.6%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-v-tk-perron-s-salonom-krasoty"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/16269"",""ссылка"")","У нас аренда, у конкурента продажа",2,"Архив rent 83.4 м² 225 180 =HYPERLINK(""https://app.worldcafe.ru/object/16270"",""ссылка"") | Архив rent 83 м² 224 100 =HYPERLINK(""https://app.worldcafe.ru/object/16269"",""ссылка"")"
131,1,131,38793,,"Санкт-Петербург, Пулковское шоссе, 109к4",30.2,13 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
132,1,132,38859,,"Санкт-Петербург г, Петровская коса, 1к1 Р",411,112 894 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ofisnogo-bloka-411-m2petrovskii-ostrov"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
133,1,133,38341,,"Санкт-Петербург г, Подвойского ул, 38",4892,450 000 000,1 650 000,У нас дешевле на 448 350 000 (99.6%),-448 350 000,-99.6%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-socialno-kulturnogo-centra-burevestnik"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/9132"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив business_sale 94 м² 1 650 000 =HYPERLINK(""https://app.worldcafe.ru/object/9132"",""ссылка"")"
134,1,134,38338,,"Ленинградская обл, Елизаветино п, Гатчинское ш, 15",2000,17 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-stroitelstvo-magazina-vernyi-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
135,1,135,38342,,"Санкт-Петербург г, Пискарёвский пр-кт, 6стр1",1912,265 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-okupaemost-8-let-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
136,1,136,38344,,"Ленинградская обл, коттеджный посёлок Дольское, -, -",480,60 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodam-zagorodnye-doma-s-pliazem"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
137,1,137,37940,,"Санкт-Петербург г, Демьяна Бедного ул, 18к1",790.2,86 922 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-7902"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
138,1,138,37941,,"Санкт-Петербург г, Демьяна Бедного ул, 18к1",1143,125 785 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
139,1,139,37935,,"Ленинградская обл, Аннолово д, Центральная ул, 32",22000,65 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-s-3-skladami-22-ga-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
140,1,140,37929,,"Ленинградская обл, Новоселье гп, Красносельское тер. ТСН, 18",6977.1,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-avtostoianki-s-arendatorom-perekrestok-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
141,1,141,37788,,"Санкт-Петербург г, Маяковского ул, 7/27",142,85 200 000,69 990 000,У нас дешевле на 15 210 000 (17.9%),-15 210 000,-17.9%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-v-centre-goroda-na-trafike"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13721"",""ссылка"")",Совпало,2,"На сайте rent 142 м² 549 000 =HYPERLINK(""https://app.worldcafe.ru/object/13721"",""ссылка"") | На сайте sale 142 м² 69 990 000 =HYPERLINK(""https://app.worldcafe.ru/object/13721"",""ссылка"")"
142,1,142,37734,,"Ленинградская обл, Новоселье гп, Красносельское тер. ТСН, 18",6977.1,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-avtostoianki-s-arendatorom-perekrestok"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
143,1,143,37765,,"Санкт-Петербург г, Кораблестроителей ул, 33",939.8,150 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
144,1,144,37527,,"Карелия Респ, Вятиккя п, Приладожская ул, 3",35700,9 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-357-ga-v-karelii"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
145,1,145,36926,,"Санкт-Петербург г, Партизана Германа ул, 8к1",950,93 000 000,100 000 000,У нас дороже на 7 000 000 (7.5%),7 000 000,7.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-950-m2-s-zu"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15600"",""ссылка"")",Совпало,1,"Архив sale 950 м² 100 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/15600"",""ссылка"")"
146,1,146,36732,,"Шушары п, Старорусский пр-кт, 6 А",169.2,32 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-svobodnogo-naznaceniia-170-kvm-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
147,1,147,36701,,"Санкт-Петербург г, Энергетиков пр-кт, 2к1 стр 1",89,24 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-panoramnymi-oknami-s-nds"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
148,1,148,36543,,"Санкт-Петербург г, Заставская ул, 7",9230.6,965 000 000,0,У нас дешевле на 965 000 000 (100.0%),-965 000 000,-100.0%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-bc-s-arendatorami-s-nds"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/8878"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 0 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/8878"",""ссылка"")"
149,1,149,36537,,"Ленинградская обл, Большая Ивановка д, Песочная ул, 54",2048,20 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-s-proektom-stroitelstva-magnita"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
150,1,150,36406,,"Санкт-Петербург г, Мытнинская ул, 5/2",229.7,64 000 000,38 000 000,У нас дешевле на 26 000 000 (40.6%),-26 000 000,-40.6%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-panoramnymi-oknami-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12652"",""ссылка"")",Совпало,2,"Архив rent 230 м² 350 000 =HYPERLINK(""https://app.worldcafe.ru/object/12652"",""ссылка"") | Архив sale 230 м² 38 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/12652"",""ссылка"")"
151,1,151,36407,,"Ленинградская обл, Виллози гп, -, -",1500,127 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-riadom-s-aeroportom-1500m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
152,1,152,36333,,"Ленинградская обл, Шпаньково д, Коммунальная ул, 3а",2000,17 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-stroitelstvo-magazina-vernyi"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
153,1,153,36334,,"Ленинградская обл, Тихвинка д, Солнечная ул, 27",2048,21 400 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-stroitelstvo-magazina-magnit"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
154,1,154,36107,,"Ленинградская обл, Нижние Осельки д, -, -",176750,159 075 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-ziloi-poselok"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
155,1,155,36090,,"Санкт-Петербург г, Индустриальный пр-кт, 76",420,88 200 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sovremennogo-skladskogo-bloka-420-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
156,1,156,36091,,"Санкт-Петербург г, Индустриальный пр-кт, 76",840,176 400 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sovremennogo-skladskogo-bloka-840-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
157,1,157,36093,,"Ленинградская обл, Аннино п, Садовая ул, -",2160,150 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-dvux-skladov-s-zu-05-ga-v-anino-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
158,1,158,36094,,"Ленинградская обл, Аннино п, Садовая ул, -",1080,80 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-s-zu-025-ga-v-anino-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
159,1,159,35905,,"Санкт-Петербург, проспект Будённого, 17",22,20 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorom-bilain"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
160,1,160,35893,,"Санкт-Петербург г, Обводного канала наб, 118а Х",7200,750 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-bc-s-arendatorami-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
161,1,161,35306,,"Санкт-Петербург г, Дунайский пр-кт, 27к2",2105,130 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-211-sot-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
162,1,162,35300,,"Санкт-Петербург г, Прилукская ул, 35 А",97.9,16 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-wildberries-srocnaia-prodaza-979m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
163,1,163,35176,,"Ленинградская обл, Верхние Осельки д, Ленинградская ул, 17",1310,7 750 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-pod-stroitelstvo"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
164,1,164,35164,,"Санкт-Петербург г, Макарова наб, 16/2",394.9,190 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/vidovoe-pomeshhenie-3949-m2-v-dome-iakovlevyx-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
165,1,165,34841,,"Санкт-Петербург г, Мытнинская ул, 5/2",229.7,69 999 999,38 000 000,У нас дешевле на 31 999 999 (45.7%),-31 999 999,-45.7%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-pod-medicinskii-centr"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12652"",""ссылка"")",Совпало,2,"Архив rent 230 м² 350 000 =HYPERLINK(""https://app.worldcafe.ru/object/12652"",""ссылка"") | Архив sale 230 м² 38 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/12652"",""ссылка"")"
166,1,166,34803,,"Ленинградская обл, Новое Девяткино д, Главная ул, 54",700,18 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-v-novoe-deviatkino"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
167,1,167,34804,,"г Санкт-Петербург, 1-я Никитинская ул, 16",4999,840 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-svobodnogo-naznaceniia-4999-m2-3"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
168,1,168,34742,,"Санкт-Петербург г, Жуковского ул, 38",97.6,30 000 000,0,У нас дешевле на 30 000 000 (100.0%),-30 000 000,-100.0%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-976-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14137"",""ссылка"")","По адресу есть, но площадь другая",6,"Архив rent 125.8 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/14138"",""ссылка"") | Архив rent 60.8 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14137"",""ссылка"") | Архив rent 56.2 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/13166"",""ссылка"") | Архив rent 39.3 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14136"",""ссылка"") | Архив rent 37.1 м² 184 000 =HYPERLINK(""https://app.worldcafe.ru/object/13016"",""ссылка"") | На сайте business_sale 31 м² 470 000 =HYPERLINK(""https://app.worldcafe.ru/object/11949"",""ссылка"")"
169,1,169,34691,,"Санкт-Петербург г, Среднерогатская ул, 11к2 стр 1",475.7,232 000 000,537 600,У нас дешевле на 231 462 400 (99.8%),-231 462 400,-99.8%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-v-zk-akvilon-leaves"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/10645"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 448 м² 537 600 =HYPERLINK(""https://app.worldcafe.ru/object/10645"",""ссылка"")"
170,1,170,34652,,"Ленинградская обл, Аннино п, территория Промышленной зоны Пигелево, 9",583.4,32 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/sklad-5834-m2-s-kommunikaciiami-8m-150-kvt-zu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
171,1,171,34166,,"Санкт-Петербург г, Зотовский пр-кт, 9",420,105 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-420m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
172,1,172,34144,,"Санкт-Петербург г, 2-я Советская ул, 10Б",157,49 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/centr-goroda-psn-liuboi-vid-deiatelnosti-147-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
173,1,173,34123,,"Санкт-Петербург г, Революции ш, 69",3140,533 800 000,26 740 000,У нас дешевле на 507 060 000 (95.0%),-507 060 000,-95.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-bc-reforma-gab-3140-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15578"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив rent 636 м² 445 000 =HYPERLINK(""https://app.worldcafe.ru/object/9275"",""ссылка"") | На сайте sale 270 м² 40 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/19346"",""ссылка"") | Архив sale 191 м² 26 740 000 =HYPERLINK(""https://app.worldcafe.ru/object/15578"",""ссылка"") | Архив rent 103 м² 77 500 =HYPERLINK(""https://app.worldcafe.ru/object/10016"",""ссылка"")"
174,1,174,34124,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",143,21 450 000,329 999,У нас дешевле на 21 120 001 (98.5%),-21 120 001,-98.5%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-trafike-143-m2-s-nds-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
175,1,175,34126,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",160.1,40 025 000,329 999,У нас дешевле на 39 695 001 (99.2%),-39 695 001,-99.2%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-trafike-1601-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
